pitch_type,release_speed,release_spin_rate,release_pos_z,release_pos_x,spin_axis,SeamLat,SeamLon,pfx_x,pfx_z
FF,94.1,2367,6.17,-2.9,199,-5.0714521996967425,71.87513005687711,-0.44,1.25
FF,93.9,2275,6.19,-2.85,196,-4.434779617466482,72.07197130064834,-0.4,1.36
FF,93.6,2055,6.36,-1.84,199,-2.5878992749411074,69.5748923757549,-0.47,1.34
FF,93.5,2188,6.26,-2.72,200,-2.211454322352475,71.55677199438774,-0.46,1.22
FF,94.3,2300,6.17,-1.88,204,-3.2034232693524767,66.60674785009066,-0.56,1.27
FF,93.4,2209,6.2,-1.89,204,-2.7441345706639173,67.97969541721864,-0.55,1.25
FF,93.0,2314,6.17,-1.88,210,-3.2489627587424446,66.32191423652016,-0.66,1.15
FF,94.3,2178,6.1,-1.85,216,-4.369537135875697,62.167745709507734,-0.78,1.06
FF,96.1,2377,6.18,-2.77,203,-5.35730930754257,66.60581576377467,-0.53,1.26
FF,95.2,2206,6.29,-2.96,201,-3.261781528738751,72.28704384556838,-0.44,1.12
FF,95.0,2252,6.15,-3.03,195,-4.932496352763903,76.93839057641154,-0.31,1.17
FF,93.9,2208,6.18,-2.99,189,-3.563331618549171,82.55616544671265,-0.19,1.15
FF,93.7,2237,6.27,-2.95,188,-4.954604043011782,83.09007233650733,-0.17,1.16
FF,94.6,2297,6.26,-2.97,194,-3.5007110945449376,76.04838498760998,-0.31,1.29
FF,93.6,2251,6.3,-3.0,197,-3.5988710843718272,76.02931656252824,-0.36,1.14
FF,93.0,2102,6.36,-2.98,198,-4.391093205987737,69.73557030688941,-0.47,1.4
FF,93.6,2095,6.41,-2.83,200,-4.987231067948645,72.42271834270696,-0.45,1.22
FF,94.1,2186,6.34,-2.83,196,-5.570421591348492,72.22456364855404,-0.39,1.37
FF,94.7,2183,6.31,-1.97,201,-4.019815596685923,65.95529847006298,-0.52,1.37
FF,93.4,2231,6.28,-2.04,196,-4.136743392904244,67.6360311041791,-0.44,1.55
FF,92.6,2207,6.29,-2.06,203,-3.2624148199273195,67.49887840287006,-0.56,1.34
FF,92.8,2259,6.3,-1.57,198,-3.726193725174286,72.36512682242193,-0.43,1.31
FF,96.2,2222,6.22,-2.65,196,-5.41568287007028,71.29940867368315,-0.39,1.33
FF,95.7,2314,6.31,-2.53,197,-4.694139737291663,71.31991282087041,-0.4,1.33
FF,93.9,2209,6.42,-2.74,192,-2.5125929804742264,75.56918465663823,-0.31,1.44
FF,94.6,2242,6.35,-2.56,194,-5.85890631727401,76.13298449889214,-0.32,1.26
FF,94.1,2181,6.38,-2.66,187,-2.456608380967829,83.65402790269711,-0.15,1.23
FF,95.5,2161,6.2,-2.9,207,-4.444282347131464,58.639052298570114,-0.69,1.38
FF,93.7,2296,6.45,-2.67,195,-4.233128639757105,72.43950193354816,-0.38,1.39
FF,93.4,2240,6.49,-2.75,198,-4.870373127284286,69.74163727497539,-0.46,1.45
FF,94.5,2252,6.38,-2.69,201,-3.5974561994370595,66.47968201811416,-0.52,1.38
FF,93.8,2291,6.32,-1.92,205,-3.2093428837572415,62.78029964371941,-0.65,1.36
FF,93.6,2216,6.37,-1.87,195,-2.3308566693077424,76.45116899917541,-0.33,1.25
FF,92.5,2266,6.35,-2.99,202,-3.171610325672704,70.31397225901144,-0.52,1.28
FF,95.3,2339,6.15,-1.81,208,-4.325264674543307,65.81449976901213,-0.61,1.15
FF,93.7,2370,6.18,-1.72,183,-4.122124386275516,88.49464431341039,-0.04,0.91
FF,94.2,2331,6.27,-1.86,201,-2.2717428407227658,72.77139379939352,-0.44,1.16
FF,96.0,2362,6.14,-1.78,206,-2.5888875597456584,64.14652516481783,-0.61,1.24
FF,93.8,2295,6.22,-1.98,202,-3.1001914089645908,73.55194955447934,-0.43,1.1
FF,93.6,2207,6.09,-1.98,204,-2.974953996398227,71.19355748066229,-0.5,1.13
FF,93.6,2304,6.21,-1.85,199,-1.2297281204358053,72.40502180667092,-0.43,1.27
FF,94.5,2309,6.11,-2.9,194,-4.031692760478591,73.83553526477331,-0.35,1.36
FF,95.0,2298,6.17,-2.86,205,-3.7575192431477507,64.53957151387361,-0.59,1.3
FF,94.7,2239,6.2,-2.99,194,-4.8105372157516975,74.1045869866809,-0.34,1.33
FF,94.0,2331,6.12,-2.92,194,-3.5416711931004317,80.0974877712947,-0.27,1.05
FF,93.5,2344,6.14,-3.07,199,-3.9722207213933953,71.92682566653428,-0.43,1.28
FF,94.5,2179,6.13,-2.79,199,-4.306456245733935,73.8188484070983,-0.4,1.17
FF,94.7,2327,6.17,-3.06,201,-4.391133459942642,65.9084253517775,-0.52,1.37
FF,94.0,2252,6.33,-1.6,211,-3.3169143669141525,66.0765087122118,-0.65,1.09
FF,94.7,2203,6.06,-2.57,208,-4.6669823124790675,67.66159986702765,-0.58,1.08
FF,94.2,2242,6.12,-2.69,197,-5.147153741282859,79.38557099142682,-0.3,0.95
FF,94.4,2255,6.17,-2.71,196,-3.435106877177531,73.2171310984852,-0.37,1.31
FF,95.5,2378,6.14,-2.79,195,-4.550629513336058,72.07854836428046,-0.37,1.35
FF,93.8,2362,6.23,-2.92,191,-2.3369928814337304,77.9053283157308,-0.27,1.32
FF,93.4,2286,6.26,-2.91,199,-3.4565128244897583,73.39364418628448,-0.42,1.22
FF,94.8,2291,6.04,-2.93,198,-3.8996102321125514,68.80729643949195,-0.45,1.38
FF,94.2,2331,6.06,-2.86,202,-5.026641375926073,71.76093105847436,-0.47,1.16
FF,94.1,2314,6.13,-2.93,196,-3.381822228028745,73.31444878869311,-0.37,1.32
FF,92.1,2417,6.25,-2.89,191,-4.140436580227054,79.62461800242014,-0.25,1.31
FF,94.0,2325,6.18,-2.85,199,-4.559279451216598,69.06159794423847,-0.47,1.34
FF,93.3,1144,6.2,-2.87,193,-3.4943661505300407,75.60425702236955,-0.32,1.37
FF,92.3,2334,6.28,-2.84,198,-3.5733325368941453,74.84320409150608,-0.4,1.23
FF,93.5,2390,6.16,-2.96,195,-3.1720089181065423,73.98908551186445,-0.36,1.37
FF,93.8,2304,6.17,-1.67,202,-2.9890218835960676,75.90654305322153,-0.4,0.99
FF,93.7,2370,6.21,-1.82,204,-1.6819180401202913,69.83647637139634,-0.52,1.15
FF,94.0,2369,6.19,-1.79,201,-2.1583519754609424,71.34474972565602,-0.46,1.18
FF,94.2,2282,6.18,-1.71,203,-2.6613834100669407,71.27811907795075,-0.49,1.13
FF,92.7,2575,6.25,-1.63,203,-3.238164770458349,67.69140714433571,-0.56,1.3
FF,95.0,2478,6.15,-2.05,207,-2.6579170725971606,57.40406146441983,-0.73,1.4
FF,93.2,2352,6.3,-1.91,196,-3.4867838467332737,72.86941025878448,-0.39,1.35
FF,94.2,2447,6.27,-1.93,206,-2.976544214854106,61.941575482308224,-0.65,1.35
FF,92.3,2420,6.36,-1.9,197,-3.0281682348707424,77.61087721479666,-0.34,1.14
FF,92.3,2513,6.34,-2.06,197,-4.2813434181234085,78.28846266646254,-0.34,1.08
FF,92.2,2478,6.34,-2.01,185,-3.367155992835567,85.21388421607958,-0.11,1.33
FF,93.1,2472,6.42,-2.39,197,-5.340259424948165,69.71242234630576,-0.44,1.48
FF,92.7,2093,6.33,-2.12,201,-2.3579884248357232,73.98005474317635,-0.44,1.12
FF,93.5,2262,6.38,-2.09,206,-3.9861716409189993,65.47376260433167,-0.62,1.27
FF,94.8,2159,6.31,-2.07,208,-3.8587855245645266,63.09629931775842,-0.66,1.23
FF,93.6,2268,6.36,-2.18,195,-2.671200072724883,77.76564351511634,-0.31,1.19
FF,94.2,2354,6.38,-2.14,191,-2.9249626650523157,78.82948982325745,-0.25,1.36
FF,94.3,2479,6.44,-2.04,199,-3.3793676556303915,70.3566063426083,-0.45,1.34
FF,93.6,2447,6.38,-2.04,198,-5.037906389625589,72.14908455876535,-0.42,1.3
FF,92.6,2264,6.37,-2.03,204,-3.9881764746792068,66.07616622492176,-0.59,1.32
FF,94.9,2356,6.07,-1.85,202,-2.75690288630634,68.05993374160273,-0.51,1.28
FF,93.3,2243,6.14,-1.91,197,-2.689975886524315,75.11921637122411,-0.37,1.22
FF,94.5,2272,6.07,-1.87,196,-2.396928606833288,74.55324850484206,-0.37,1.24
FF,94.2,2254,6.04,-1.89,202,-3.9461695902271097,66.1938371925176,-0.54,1.36
FF,94.1,2205,6.08,-1.96,199,-1.9591393063480604,73.77836607344706,-0.41,1.2
FF,95.0,2475,6.08,-2.78,204,-5.633775128812207,57.85034137543419,-0.65,1.47
FF,93.9,2203,6.22,-2.87,199,-4.9476129727580265,70.46673720056157,-0.46,1.34
FF,94.3,2202,5.92,-2.11,202,-3.463695771103428,70.85950300080073,-0.49,1.19
FF,95.0,2286,6.09,-2.03,189,-1.4068259039059223,81.19140492160463,-0.2,1.24
FF,93.3,2317,6.16,-1.94,204,-2.962580960626434,64.66006778675222,-0.6,1.34
FF,93.6,2211,5.94,-2.05,204,-3.5535970093241342,65.97527409054358,-0.59,1.3
